unit,count,place,average,pick,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10
Lissandra,407349,1728113,4.2423,0.1851388601672094,TFT_Item_StatikkShiv,TFT_Item_SpearOfShojin,TFT_Item_JeweledGauntlet,TFT_Item_Morellonomicon,TFT_Item_MadredsBloodrazor,TFT_Item_Leviathan,TFT_Item_RapidFireCannon,TFT_Item_RabadonsDeathcap,TFT_Item_ArchangelsStaff,TFT_Item_BlueBuff
Bard,404845,1611198,3.9798,0.1840007999145546,TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv,TFT_Item_JeweledGauntlet,TFT_Item_Morellonomicon,TFT_Item_AdaptiveHelm,TFT_Item_MadredsBloodrazor,TFT_Item_RabadonsDeathcap,TFT_Item_BlueBuff,TFT_Item_ArchangelsStaff,TFT_Item_Leviathan
Galio,400080,1774003,4.4341,0.1818351221574059,TFT_Item_GargoyleStoneplate,TFT_Item_SteraksGage,TFT_Item_WarmogsArmor,TFT_Item_RedBuff,TFT_Item_Redemption,TFT_Item_TitansResolve,TFT_Item_FrozenHeart,TFT_Item_DragonsClaw,TFT_Item_SpectralGauntlet,TFT_Item_NightHarvester
Xayah,397496,1795656,4.5174,0.1806607021522701,TFT_Item_GuinsoosRageblade,TFT_Item_InfinityEdge,TFT_Item_RunaansHurricane,TFT_Item_MadredsBloodrazor,TFT17_AnimaSquadItem_Tier2_BattleBunnyCrossbow,TFT_Item_LastWhisper,TFT_Item_Deathblade,TFT_Item_RapidFireCannon,TFT17_Item_DarkStarEmblemItem,TFT_Item_PowerGauntlet
Jhin,381874,1481178,3.8787,0.17356055148654576,TFT_Item_InfinityEdge,TFT_Item_MadredsBloodrazor,TFT_Item_Deathblade,TFT_Item_LastWhisper,TFT_Item_GuinsoosRageblade,TFT_Item_PowerGauntlet,TFT17_Item_StargazerEmblemItem,TFT_Item_RapidFireCannon,TFT_Item_HextechGunblade,TFT_Item_SpearOfShojin
Riven,357279,1531150,4.2856,0.16238220008317295,TFT_Item_Bloodthirster,TFT17_Item_SpaceGrooveEmblemItem,TFT_Item_TitansResolve,TFT_Item_GuardianAngel,TFT_Item_SteraksGage,TFT_Item_UnstableConcoction,TFT_Item_Quicksilver,TFT_Item_ThiefsGloves,TFT17_Item_StargazerEmblemItem,TFT_Item_MadredsBloodrazor
Nami,343765,1411849,4.107,0.15624012889532254,TFT_Item_JeweledGauntlet,TFT_Item_Leviathan,TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv,TFT_Item_MadredsBloodrazor,TFT_Item_RabadonsDeathcap,TFT_Item_Morellonomicon,TFT_Item_ArchangelsStaff,TFT_Item_PowerGauntlet,TFT_Item_BlueBuff
Ornn,327993,1499414,4.5715,0.14907180369369635,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_Redemption,TFT_Item_SpectralGauntlet,TFT_Item_DragonsClaw,TFT_Item_FrozenHeart,TFT_Item_BrambleVest,TFT_Item_NightHarvester,TFT_Item_Crownguard
Urgot,325755,1487098,4.5651,0.1480546396180408,TFT_Item_Quicksilver,TFT_Item_MadredsBloodrazor,TFT_Item_InfinityEdge,TFT_Item_Deathblade,TFT_Item_UnstableConcoction,TFT_Item_PowerGauntlet,TFT_Item_LastWhisper,TFT_Item_SteraksGage,TFT_Item_ThiefsGloves,TFT_Item_Bloodthirster
Morgana,298266,1170279,3.9236,0.13556097416866836,TFT_Item_ThiefsGloves,TFT_Item_Morellonomicon,TFT_Item_JeweledGauntlet,TFT_Item_AdaptiveHelm,TFT_Item_StatikkShiv,TFT_Item_UnstableConcoction,TFT_Item_RabadonsDeathcap,TFT_Item_Bloodthirster,TFT_Item_MadredsBloodrazor,TFT_Item_Crownguard
Fiora,289025,1251195,4.329,0.13136096826020857,TFT_Item_Bloodthirster,TFT_Item_SteraksGage,TFT_Item_GuardianAngel,TFT_Item_UnstableConcoction,TFT_Item_Quicksilver,TFT_Item_ThiefsGloves,TFT_Item_TitansResolve,TFT_Item_MadredsBloodrazor,TFT_Item_InfinityEdge,TFT_Item_PowerGauntlet
Vex,279845,1239808,4.4303,0.12718868666301555,TFT_Item_GuinsoosRageblade,TFT_Item_MadredsBloodrazor,TFT_Item_JeweledGauntlet,TFT_Item_HextechGunblade,TFT_Item_RabadonsDeathcap,TFT_Item_StatikkShiv,TFT_Item_PowerGauntlet,TFT_Item_ArchangelsStaff,TFT_Item_RapidFireCannon,TFT5_Item_GuinsoosRagebladeRadiant
Kindred,248133,1050825,4.2349,0.11277568077955309,TFT_Item_GuinsoosRageblade,TFT_Item_RunaansHurricane,TFT_Item_MadredsBloodrazor,TFT_Item_InfinityEdge,TFT_Item_Deathblade,TFT_Item_PowerGauntlet,TFT_Item_LastWhisper,TFT_Item_RapidFireCannon,TFT_Item_HextechGunblade,TFT17_Item_MeleeTraitEmblemItem
Pantheon,243536,1146430,4.7074,0.11068635850261449,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_Redemption,TFT_Item_ThiefsGloves,TFT_Item_SpectralGauntlet,TFT_Item_FrozenHeart,TFT_Item_DragonsClaw,TFT_Item_Crownguard,TFT_Item_NightHarvester
Pyke,240187,1004716,4.1831,0.10916424836437925,TFT_Item_InfinityEdge,TFT_Item_GuardianAngel,TFT_Item_UnstableConcoction,TFT17_Item_PsyOps_TargetlockMod,TFT_Item_Bloodthirster,TFT17_Item_PsyOps_ChemicalCapacitorMod,TFT_Item_ThiefsGloves,TFT_Item_MadredsBloodrazor,TFT_Item_Deathblade,TFT_Item_SteraksGage
Gnar,239149,1097166,4.5878,0.10869248057593849,TFT_Item_InfinityEdge,TFT17_Item_StargazerEmblemItem,TFT_Item_GuinsoosRageblade,TFT_Item_LastWhisper,TFT_Item_Deathblade,TFT_Item_MadredsBloodrazor,TFT_Item_BFSword,TFT_Item_RecurveBow,TFT_Item_RunaansHurricane,TFT_Item_RapidFireCannon
Sona,232182,941819,4.0564,0.1055260006317507,TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv,TFT_Item_JeweledGauntlet,TFT_Item_Morellonomicon,TFT_Item_BlueBuff,TFT_Item_AdaptiveHelm,TFT_Item_Leviathan,TFT_Item_MadredsBloodrazor,TFT_Item_RabadonsDeathcap,TFT_Item_ArchangelsStaff
Belveth,222178,957528,4.3097,0.10097921358400352,TFT_Item_Quicksilver,TFT_Item_MadredsBloodrazor,TFT_Item_RunaansHurricane,TFT_Item_GuinsoosRageblade,TFT_Item_UnstableConcoction,TFT17_Item_Artifact_EvelynnArtifact,TFT_Item_Deathblade,TFT_Item_GuardianAngel,TFT17_Item_DRXEmblemItem,TFT_Item_PowerGauntlet
Leona,218029,992052,4.5501,0.09909350592095845,TFT_Item_GargoyleStoneplate,TFT_Item_WarmogsArmor,TFT_Item_Redemption,TFT_Item_RedBuff,TFT_Item_DragonsClaw,TFT_Item_NightHarvester,TFT_Item_AdaptiveHelm,TFT_Item_FrozenHeart,TFT_Item_BrambleVest,TFT17_EkkoOffering_AnomalyItem
Nasus,215729,978939,4.5378,0.09804816303713013,TFT_Item_ThiefsGloves,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,TFT_Item_Bloodthirster,TFT_Item_TitansResolve,TFT_Item_NightHarvester,TFT_Item_GuinsoosRageblade,TFT_Item_DragonsClaw
Kaisa,207597,914196,4.4037,0.094352194197438,TFT_Item_InfinityEdge,TFT_Item_SpearOfShojin,TFT_Item_MadredsBloodrazor,TFT_Item_PowerGauntlet,TFT_Item_Deathblade,TFT_Item_BlueBuff,TFT_Item_LastWhisper,TFT_Item_GuinsoosRageblade,TFT_Item_RapidFireCannon,TFT_Item_ThiefsGloves
Viktor,206966,867870,4.1933,0.09406540664974423,TFT_Item_JeweledGauntlet,TFT17_Item_PsyOps_DroneMod,TFT_Item_ArchangelsStaff,TFT_Item_RabadonsDeathcap,TFT_Item_MadredsBloodrazor,TFT17_Item_PsyOps_SympatheticImplantMod,TFT_Item_StatikkShiv,TFT_Item_PowerGauntlet,TFT_Item_Leviathan,TFT17_Item_PsyOps_DroneMod_Radiant
Caitlyn,204716,884978,4.323,0.09304278861121652,TFT_Item_GuinsoosRageblade,TFT_Item_Deathblade,TFT_Item_MadredsBloodrazor,TFT_Item_InfinityEdge,TFT_Item_RunaansHurricane,TFT_Item_PowerGauntlet,TFT17_Item_StargazerEmblemItem,TFT_Item_RapidFireCannon,TFT_Item_ThiefsGloves,TFT_Item_LastWhisper
Aurora,204301,950872,4.6543,0.09285417239522142,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_RabadonsDeathcap,TFT_Item_Leviathan,TFT_Item_ArchangelsStaff,TFT_Item_Morellonomicon,TFT_Item_StatikkShiv,TFT_Item_MadredsBloodrazor,TFT_Item_BlueBuff,TFT_Item_RapidFireCannon
Gwen,195002,862398,4.4225,0.08862780566621292,TFT_Item_JeweledGauntlet,TFT_Item_UnstableConcoction,TFT_Item_ThiefsGloves,TFT_Item_RabadonsDeathcap,TFT_Item_Leviathan,TFT_Item_HextechGunblade,TFT_Item_StatikkShiv,TFT_Item_MadredsBloodrazor,TFT_Item_Bloodthirster,TFT_Item_Morellonomicon
Corki,194593,842475,4.3294,0.08844191643165389,TFT_Item_InfinityEdge,TFT_Item_SpearOfShojin,TFT_Item_MadredsBloodrazor,TFT_Item_Deathblade,TFT_Item_PowerGauntlet,TFT_Item_LastWhisper,TFT_Item_BlueBuff,TFT_Item_RapidFireCannon,TFT_Item_GuinsoosRageblade,TFT17_Item_StargazerEmblemItem
Graves,194564,918021,4.7183,0.08842873602137953,TFT_Item_InfinityEdge,TFT_Item_MadredsBloodrazor,TFT_Item_Quicksilver,TFT_Item_GuinsoosRageblade,TFT_Item_SteraksGage,TFT_Item_UnstableConcoction,TFT_Item_PowerGauntlet,TFT_Item_Bloodthirster,TFT_Item_Deathblade,TFT_Item_SpearOfShojin
Briar,180569,821469,4.5493,0.08206805182173722,TFT_Item_SteraksGage,TFT_Item_TitansResolve,TFT_Item_Bloodthirster,TFT_Item_UnstableConcoction,TFT_Item_ThiefsGloves,TFT_Item_GuardianAngel,TFT_Item_Quicksilver,TFT_Item_MadredsBloodrazor,TFT_Item_HextechGunblade,TFT5_Item_TitansResolveRadiant
RekSai,170279,733040,4.3049,0.07739127865887054,TFT_Item_RedBuff,TFT_Item_Redemption,TFT_Item_FrozenHeart,TFT_Item_SpectralGauntlet,TFT_Item_WarmogsArmor,TFT_Item_GargoyleStoneplate,TFT_Item_Crownguard,TFT_Item_BrambleVest,TFT_Item_NightHarvester,TFT_Item_DragonsClaw
Milio,168479,739279,4.388,0.07657318422804837,TFT_Item_StatikkShiv,TFT_Item_SpearOfShojin,TFT_Item_JeweledGauntlet,TFT_Item_Morellonomicon,TFT_Item_Leviathan,TFT_Item_RabadonsDeathcap,TFT_Item_ArchangelsStaff,TFT_Item_RapidFireCannon,TFT17_Item_StargazerEmblemItem,TFT_Item_MadredsBloodrazor
Talon,162529,715126,4.4,0.07386892763727511,TFT_Item_SpearOfShojin,TFT_Item_GuardianAngel,TFT_Item_ThiefsGloves,TFT_Item_HextechGunblade,TFT_Item_UnstableConcoction,TFT_Item_InfinityEdge,TFT_Item_Bloodthirster,TFT_Item_MadredsBloodrazor,TFT_Item_SteraksGage,TFT_Item_Deathblade
Poppy,158363,735150,4.6422,0.07197549352682782,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_FrozenHeart,TFT_Item_IonicSpark,TFT_Item_Redemption,TFT_Item_Crownguard,TFT_Item_DragonsClaw,TFT_Item_NightHarvester,TFT_Item_ThiefsGloves
TwistedFate,153508,685239,4.4639,0.06976891104813804,TFT_Item_Leviathan,TFT_Item_RabadonsDeathcap,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_ArchangelsStaff,TFT_Item_PowerGauntlet,TFT_Item_MadredsBloodrazor,TFT_Item_GuinsoosRageblade,TFT_Item_HextechGunblade,TFT5_Item_LeviathanRadiant
Samira,152708,673111,4.4078,0.0694053135233282,TFT_Item_InfinityEdge,TFT_Item_SpearOfShojin,TFT_Item_MadredsBloodrazor,TFT_Item_Deathblade,TFT_Item_LastWhisper,TFT_Item_PowerGauntlet,TFT_Item_GuinsoosRageblade,TFT_Item_BlueBuff,TFT_Item_RapidFireCannon,TFT17_Item_StargazerEmblemItem
Zoe,150076,658210,4.3858,0.06820907766670378,TFT_Item_StatikkShiv,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_Morellonomicon,TFT_Item_ArchangelsStaff,TFT_Item_MadredsBloodrazor,TFT_Item_BlueBuff,TFT_Item_Leviathan,TFT_Item_RabadonsDeathcap,TFT_Item_RapidFireCannon
MasterYi,149034,695523,4.6669,0.06773549189063896,TFT_Item_GuardianAngel,TFT_Item_MadredsBloodrazor,TFT_Item_Quicksilver,TFT_Item_UnstableConcoction,TFT17_Item_DRXEmblemItem,TFT_Item_Bloodthirster,TFT_Item_SteraksGage,TFT_Item_TitansResolve,TFT17_Item_PsyOps_ChemicalCapacitorMod,TFT_Item_GuinsoosRageblade
Leblanc,148811,683621,4.5939,0.0676341390805982,TFT_Item_GuinsoosRageblade,TFT_Item_MadredsBloodrazor,TFT_Item_JeweledGauntlet,TFT_Item_HextechGunblade,TFT_Item_StatikkShiv,TFT_Item_RabadonsDeathcap,TFT_Item_ArchangelsStaff,TFT_Item_PowerGauntlet,TFT17_Item_ShieldTankEmblemItem,TFT_Item_Leviathan
Teemo,143773,615976,4.2844,0.06534438366810819,TFT_Item_GuinsoosRageblade,TFT_Item_MadredsBloodrazor,TFT_Item_HextechGunblade,TFT_Item_RabadonsDeathcap,TFT_Item_JeweledGauntlet,TFT_Item_ArchangelsStaff,TFT_Item_StatikkShiv,TFT_Item_PowerGauntlet,TFT5_Item_GuinsoosRagebladeRadiant,TFT_Item_Leviathan
Fizz,138498,646360,4.6669,0.06294691248889323,TFT_Item_JeweledGauntlet,TFT_Item_UnstableConcoction,TFT_Item_Leviathan,TFT_Item_RabadonsDeathcap,TFT_Item_Bloodthirster,TFT_Item_MadredsBloodrazor,TFT_Item_ThiefsGloves,TFT_Item_HextechGunblade,TFT_Item_GuardianAngel,TFT_Item_PowerGauntlet
AurelionSol,132285,602358,4.5535,0.060123123211838735,TFT_Item_JeweledGauntlet,TFT_Item_RabadonsDeathcap,TFT_Item_StatikkShiv,TFT_Item_ArchangelsStaff,TFT_Item_PowerGauntlet,TFT_Item_MadredsBloodrazor,TFT_Item_HextechGunblade,TFT_Item_Morellonomicon,TFT17_Item_Artifact_EkkoArtifact,TFT17_Item_Artifact_AhriArtifact
Chogath,131197,614521,4.684,0.05962863057809734,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,TFT_Item_WarmogsArmor,TFT_Item_RedBuff,TFT_Item_DragonsClaw,TFT_Item_FrozenHeart,TFT_Item_Crownguard,TFT_Item_SpectralGauntlet,TFT_Item_NightHarvester,TFT_Item_AdaptiveHelm
Veigar,84370,388268,4.602,0.03834590396025879,TFT_Item_Leviathan,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_RabadonsDeathcap,TFT_Item_BlueBuff,TFT_Item_StatikkShiv,TFT_Item_MadredsBloodrazor,TFT_Item_ArchangelsStaff,TFT_Item_PowerGauntlet,TFT5_Item_JeweledGauntletRadiant
Gragas,80495,388112,4.8216,0.03658472844946108,TFT_Item_RedBuff,TFT_Item_GargoyleStoneplate,TFT_Item_WarmogsArmor,TFT_Item_Redemption,TFT_Item_SpectralGauntlet,TFT_Item_DragonsClaw,TFT_Item_ThiefsGloves,TFT_Item_FrozenHeart,TFT17_Item_PsyOps_GrenadeMod_Radiant,TFT_Item_Crownguard
Ezreal,64142,322756,5.0319,0.029152340545441736,TFT_Item_InfinityEdge,TFT_Item_SpearOfShojin,TFT_Item_MadredsBloodrazor,TFT_Item_Deathblade,TFT_Item_PowerGauntlet,TFT_Item_LastWhisper,TFT_Item_GuinsoosRageblade,TFT_Item_BlueBuff,TFT17_Item_DarkStarEmblemItem,TFT_Item_RapidFireCannon
Lulu,53805,264499,4.9159,0.024454206027992465,TFT_Item_Leviathan,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_ArchangelsStaff,TFT_Item_GuinsoosRageblade,TFT_Item_RabadonsDeathcap,TFT_Item_StatikkShiv,TFT_Item_BlueBuff,TFT_Item_MadredsBloodrazor,TFT_Item_Morellonomicon
Zed,30041,128521,4.2782,0.013653541553515874,TFT_Item_SpearOfShojin,TFT_Item_GuardianAngel,TFT_Item_AdaptiveHelm,TFT_Item_GuinsoosRageblade,TFT_Item_Bloodthirster,TFT5_Item_SpearOfShojinRadiant,TFT_Item_UnstableConcoction,TFT_Item_Quicksilver,TFT5_Item_GuardianAngelRadiant,TFT17_Item_SpaceGrooveEmblemItem
Jinx,29813,189842,6.3678,0.013549916258945067,TFT_Item_GuinsoosRageblade,TFT_Item_InfinityEdge,TFT17_AnimaSquadItem_Tier2_BattleBunnyCrossbow,TFT_Item_MadredsBloodrazor,TFT_Item_RunaansHurricane,TFT_Item_LastWhisper,TFT17_AnimaSquadItem_Tier1_RocketSwarm,TFT_Item_Deathblade,TFT17_AnimaSquadItem_Tier0_SparkingPrototype,TFT_Item_RapidFireCannon
MissFortune,26242,128996,4.9156,0.0119269078075751,TFT_Item_InfinityEdge,TFT_Item_MadredsBloodrazor,TFT_Item_SpearOfShojin,TFT_Item_Deathblade,TFT_Item_PowerGauntlet,TFT_Item_GuinsoosRageblade,TFT_Item_LastWhisper,TFT_Item_BlueBuff,TFT_Item_RapidFireCannon,TFT_Item_RunaansHurricane
PVE_ElderDragon,21455,41740,1.9455,0.009751231118494161,TFT_Item_WarmogsArmor,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_Redemption,TFT_Item_FrozenHeart,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_SpectralGauntlet,TFT5_Item_WarmogsArmorRadiant,TFT_Item_Bloodthirster
Diana,20559,108718,5.2881,0.009344001890707129,TFT_Item_Bloodthirster,TFT_Item_GuinsoosRageblade,TFT_Item_TitansResolve,TFT_Item_UnstableConcoction,TFT_Item_JeweledGauntlet,TFT_Item_GuardianAngel,TFT_Item_Quicksilver,TFT_Item_ThiefsGloves,TFT_Item_MadredsBloodrazor,TFT17_Item_ShieldTankEmblemItem
