unit,count,place,average,pick,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10
Maokai,482955,2185457,4.5252,0.21172848355400303,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_SpectralGauntlet,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,TFT_Item_FrozenHeart,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_Crownguard,TFT_Item_NightHarvester
Karma,480137,2128746,4.4336,0.2104930664516743,TFT_Item_JeweledGauntlet,TFT_Item_StatikkShiv,TFT_Item_SpearOfShojin,TFT_Item_Morellonomicon,TFT_Item_Leviathan,TFT_Item_RabadonsDeathcap,TFT_Item_MadredsBloodrazor,TFT_Item_BlueBuff,TFT_Item_ArchangelsStaff,TFT_Item_RapidFireCannon
Aatrox,430576,1923230,4.4666,0.18876542024567178,TFT_Item_ThiefsGloves,TFT_Item_RedBuff,TFT_Item_GargoyleStoneplate,TFT17_Item_StargazerEmblemItem,TFT_Item_WarmogsArmor,TFT_Item_Redemption,TFT_Item_FrozenHeart,TFT_Item_DragonsClaw,TFT_Item_NightHarvester,TFT_Item_BrambleVest
Lissandra,424696,1800628,4.2398,0.18618761592995386,TFT_Item_StatikkShiv,TFT_Item_SpearOfShojin,TFT_Item_JeweledGauntlet,TFT_Item_Morellonomicon,TFT_Item_MadredsBloodrazor,TFT_Item_Leviathan,TFT_Item_RapidFireCannon,TFT_Item_RabadonsDeathcap,TFT_Item_BlueBuff,TFT_Item_ArchangelsStaff
Shen,421417,1730750,4.107,0.1847500954620561,TFT_Item_ThiefsGloves,TFT_Item_RedBuff,TFT17_Item_StargazerEmblemItem,TFT_Item_Bloodthirster,TFT_Item_FrozenHeart,TFT_Item_WarmogsArmor,TFT_Item_UnstableConcoction,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,TFT_Item_AdaptiveHelm
Galio,418805,1855382,4.4302,0.18360498919119636,TFT_Item_GargoyleStoneplate,TFT_Item_SteraksGage,TFT_Item_WarmogsArmor,TFT_Item_RedBuff,TFT_Item_Redemption,TFT_Item_TitansResolve,TFT_Item_FrozenHeart,TFT_Item_DragonsClaw,TFT_Item_SpectralGauntlet,TFT_Item_NightHarvester
Bard,417983,1663114,3.9789,0.18324462266950928,TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv,TFT_Item_JeweledGauntlet,TFT_Item_Morellonomicon,TFT_Item_AdaptiveHelm,TFT_Item_RabadonsDeathcap,TFT_Item_MadredsBloodrazor,TFT_Item_BlueBuff,TFT_Item_ArchangelsStaff,TFT_Item_Leviathan
Xayah,409534,1845502,4.5063,0.17954056337299557,TFT_Item_GuinsoosRageblade,TFT_Item_InfinityEdge,TFT_Item_RunaansHurricane,TFT_Item_MadredsBloodrazor,TFT17_AnimaSquadItem_Tier2_BattleBunnyCrossbow,TFT_Item_LastWhisper,TFT_Item_RapidFireCannon,TFT_Item_Deathblade,TFT17_Item_DarkStarEmblemItem,TFT17_AnimaSquadItem_Tier2_EchoingBatblades
Jhin,396449,1533080,3.867,0.17380407196633424,TFT_Item_InfinityEdge,TFT_Item_MadredsBloodrazor,TFT_Item_Deathblade,TFT_Item_LastWhisper,TFT_Item_GuinsoosRageblade,TFT_Item_PowerGauntlet,TFT17_Item_StargazerEmblemItem,TFT_Item_RapidFireCannon,TFT_Item_HextechGunblade,TFT_Item_SpearOfShojin
Riven,365961,1568715,4.2866,0.160438068908918,TFT_Item_Bloodthirster,TFT17_Item_SpaceGrooveEmblemItem,TFT_Item_TitansResolve,TFT_Item_GuardianAngel,TFT_Item_SteraksGage,TFT_Item_UnstableConcoction,TFT_Item_Quicksilver,TFT_Item_ThiefsGloves,TFT17_Item_StargazerEmblemItem,TFT_Item_MadredsBloodrazor
Nami,353007,1448532,4.1034,0.15475900817663746,TFT_Item_JeweledGauntlet,TFT_Item_Leviathan,TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv,TFT_Item_MadredsBloodrazor,TFT_Item_RabadonsDeathcap,TFT_Item_Morellonomicon,TFT_Item_ArchangelsStaff,TFT_Item_PowerGauntlet,TFT_Item_BlueBuff
Urgot,342557,1563886,4.5653,0.15017770628900956,TFT_Item_Quicksilver,TFT_Item_MadredsBloodrazor,TFT_Item_InfinityEdge,TFT_Item_Deathblade,TFT_Item_UnstableConcoction,TFT_Item_PowerGauntlet,TFT_Item_LastWhisper,TFT_Item_SteraksGage,TFT_Item_ThiefsGloves,TFT_Item_Bloodthirster
Ornn,334523,1529047,4.5708,0.14665558386171745,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_Redemption,TFT_Item_SpectralGauntlet,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_FrozenHeart,TFT_Item_NightHarvester,TFT_Item_Crownguard
Morgana,304364,1195487,3.9278,0.133433815093395,TFT_Item_ThiefsGloves,TFT_Item_Morellonomicon,TFT_Item_JeweledGauntlet,TFT_Item_AdaptiveHelm,TFT_Item_StatikkShiv,TFT_Item_UnstableConcoction,TFT_Item_RabadonsDeathcap,TFT_Item_Bloodthirster,TFT_Item_MadredsBloodrazor,TFT_Item_Crownguard
Fiora,297238,1289802,4.3393,0.1303097617679178,TFT_Item_Bloodthirster,TFT_Item_SteraksGage,TFT_Item_GuardianAngel,TFT_Item_UnstableConcoction,TFT_Item_Quicksilver,TFT_Item_TitansResolve,TFT_Item_ThiefsGloves,TFT_Item_MadredsBloodrazor,TFT_Item_InfinityEdge,TFT_Item_PowerGauntlet
Vex,288618,1282507,4.4436,0.12653073571324294,TFT_Item_GuinsoosRageblade,TFT_Item_MadredsBloodrazor,TFT_Item_JeweledGauntlet,TFT_Item_HextechGunblade,TFT_Item_RabadonsDeathcap,TFT_Item_StatikkShiv,TFT_Item_PowerGauntlet,TFT_Item_ArchangelsStaff,TFT_Item_RapidFireCannon,TFT5_Item_GuinsoosRagebladeRadiant
Kindred,259633,1098857,4.2323,0.11382365100387504,TFT_Item_GuinsoosRageblade,TFT_Item_RunaansHurricane,TFT_Item_MadredsBloodrazor,TFT_Item_InfinityEdge,TFT_Item_Deathblade,TFT_Item_PowerGauntlet,TFT_Item_LastWhisper,TFT_Item_RapidFireCannon,TFT_Item_HextechGunblade,TFT17_Item_MeleeTraitEmblemItem
Pantheon,250593,1180930,4.7125,0.10986049606950603,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_Redemption,TFT_Item_SpectralGauntlet,TFT_Item_ThiefsGloves,TFT_Item_FrozenHeart,TFT_Item_DragonsClaw,TFT_Item_Crownguard,TFT_Item_NightHarvester
Gnar,247662,1133809,4.578,0.10857553953049766,TFT_Item_InfinityEdge,TFT17_Item_StargazerEmblemItem,TFT_Item_GuinsoosRageblade,TFT_Item_LastWhisper,TFT_Item_Deathblade,TFT_Item_MadredsBloodrazor,TFT_Item_BFSword,TFT_Item_RecurveBow,TFT_Item_RunaansHurricane,TFT_Item_RapidFireCannon
Pyke,246886,1032597,4.1825,0.10823533950515803,TFT_Item_InfinityEdge,TFT_Item_GuardianAngel,TFT_Item_UnstableConcoction,TFT17_Item_PsyOps_TargetlockMod,TFT_Item_Bloodthirster,TFT17_Item_PsyOps_ChemicalCapacitorMod,TFT_Item_ThiefsGloves,TFT_Item_MadredsBloodrazor,TFT_Item_Deathblade,TFT_Item_SteraksGage
Sona,241327,982260,4.0702,0.10579826226177778,TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv,TFT_Item_JeweledGauntlet,TFT_Item_Morellonomicon,TFT_Item_BlueBuff,TFT_Item_AdaptiveHelm,TFT_Item_Leviathan,TFT_Item_MadredsBloodrazor,TFT_Item_RabadonsDeathcap,TFT_Item_ArchangelsStaff
Belveth,233725,1008029,4.3129,0.10246552953931393,TFT_Item_Quicksilver,TFT_Item_MadredsBloodrazor,TFT_Item_RunaansHurricane,TFT_Item_GuinsoosRageblade,TFT_Item_UnstableConcoction,TFT17_Item_Artifact_EvelynnArtifact,TFT_Item_Deathblade,TFT_Item_GuardianAngel,TFT17_Item_DRXEmblemItem,TFT_Item_Bloodthirster
Leona,227056,1032247,4.5462,0.09954182597102776,TFT_Item_GargoyleStoneplate,TFT_Item_WarmogsArmor,TFT_Item_Redemption,TFT_Item_RedBuff,TFT_Item_DragonsClaw,TFT_Item_NightHarvester,TFT_Item_AdaptiveHelm,TFT_Item_FrozenHeart,TFT_Item_BrambleVest,TFT17_EkkoOffering_AnomalyItem
Nasus,223808,1014758,4.5341,0.09811789596805978,TFT_Item_ThiefsGloves,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,TFT_Item_Bloodthirster,TFT_Item_TitansResolve,TFT_Item_NightHarvester,TFT_Item_DragonsClaw,TFT_Item_GuinsoosRageblade
Kaisa,220465,967465,4.3883,0.09665231776611335,TFT_Item_InfinityEdge,TFT_Item_SpearOfShojin,TFT_Item_MadredsBloodrazor,TFT_Item_PowerGauntlet,TFT_Item_Deathblade,TFT_Item_BlueBuff,TFT_Item_LastWhisper,TFT_Item_GuinsoosRageblade,TFT_Item_RapidFireCannon,TFT_Item_ThiefsGloves
Aurora,217484,1012423,4.6552,0.09534544112237951,TFT_Item_SpearOfShojin,TFT_Item_JeweledGauntlet,TFT_Item_RabadonsDeathcap,TFT_Item_Leviathan,TFT_Item_Morellonomicon,TFT_Item_ArchangelsStaff,TFT_Item_StatikkShiv,TFT_Item_MadredsBloodrazor,TFT_Item_BlueBuff,TFT_Item_RapidFireCannon
Viktor,212135,888438,4.1881,0.09300042831884633,TFT_Item_JeweledGauntlet,TFT17_Item_PsyOps_DroneMod,TFT_Item_ArchangelsStaff,TFT_Item_RabadonsDeathcap,TFT_Item_MadredsBloodrazor,TFT17_Item_PsyOps_SympatheticImplantMod,TFT_Item_StatikkShiv,TFT_Item_PowerGauntlet,TFT17_Item_PsyOps_DroneMod_Radiant,TFT_Item_Leviathan
Caitlyn,210583,911689,4.3294,0.09232002826816706,TFT_Item_GuinsoosRageblade,TFT_Item_Deathblade,TFT_Item_MadredsBloodrazor,TFT_Item_InfinityEdge,TFT_Item_RunaansHurricane,TFT_Item_PowerGauntlet,TFT17_Item_StargazerEmblemItem,TFT_Item_RapidFireCannon,TFT_Item_ThiefsGloves,TFT_Item_LastWhisper
Gwen,203432,899778,4.423,0.08918501489032714,TFT_Item_JeweledGauntlet,TFT_Item_UnstableConcoction,TFT_Item_ThiefsGloves,TFT_Item_RabadonsDeathcap,TFT_Item_Leviathan,TFT_Item_HextechGunblade,TFT_Item_MadredsBloodrazor,TFT_Item_StatikkShiv,TFT_Item_Bloodthirster,TFT_Item_Morellonomicon
Graves,200705,948923,4.7279,0.0879894923785988,TFT_Item_InfinityEdge,TFT_Item_MadredsBloodrazor,TFT_Item_Quicksilver,TFT_Item_GuinsoosRageblade,TFT_Item_SteraksGage,TFT_Item_UnstableConcoction,TFT_Item_PowerGauntlet,TFT_Item_Bloodthirster,TFT_Item_Deathblade,TFT_Item_SpearOfShojin
Corki,199618,865751,4.337,0.08751294930186658,TFT_Item_InfinityEdge,TFT_Item_SpearOfShojin,TFT_Item_MadredsBloodrazor,TFT_Item_Deathblade,TFT_Item_PowerGauntlet,TFT_Item_LastWhisper,TFT_Item_BlueBuff,TFT_Item_RapidFireCannon,TFT_Item_GuinsoosRageblade,TFT17_Item_StargazerEmblemItem
Briar,191189,870194,4.5515,0.08381765804724309,TFT_Item_SteraksGage,TFT_Item_TitansResolve,TFT_Item_Bloodthirster,TFT_Item_UnstableConcoction,TFT_Item_ThiefsGloves,TFT_Item_GuardianAngel,TFT_Item_Quicksilver,TFT_Item_MadredsBloodrazor,TFT5_Item_TitansResolveRadiant,TFT_Item_HextechGunblade
RekSai,180052,775640,4.3079,0.07893517392068693,TFT_Item_RedBuff,TFT_Item_FrozenHeart,TFT_Item_Redemption,TFT_Item_SpectralGauntlet,TFT_Item_WarmogsArmor,TFT_Item_GargoyleStoneplate,TFT_Item_Crownguard,TFT_Item_BrambleVest,TFT_Item_NightHarvester,TFT_Item_DragonsClaw
Milio,172576,758130,4.393,0.07565767986213132,TFT_Item_StatikkShiv,TFT_Item_SpearOfShojin,TFT_Item_JeweledGauntlet,TFT_Item_Morellonomicon,TFT_Item_Leviathan,TFT_Item_RabadonsDeathcap,TFT_Item_ArchangelsStaff,TFT_Item_RapidFireCannon,TFT17_Item_StargazerEmblemItem,TFT_Item_MadredsBloodrazor
Talon,169057,743149,4.3958,0.07411494289155116,TFT_Item_SpearOfShojin,TFT_Item_GuardianAngel,TFT_Item_ThiefsGloves,TFT_Item_HextechGunblade,TFT_Item_UnstableConcoction,TFT_Item_InfinityEdge,TFT_Item_Bloodthirster,TFT_Item_MadredsBloodrazor,TFT_Item_SteraksGage,TFT_Item_Deathblade
Poppy,162752,756088,4.6456,0.07135081768566658,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_FrozenHeart,TFT_Item_IonicSpark,TFT_Item_Redemption,TFT_Item_Crownguard,TFT_Item_DragonsClaw,TFT_Item_NightHarvester,TFT_Item_BrambleVest
TwistedFate,159793,712989,4.462,0.07005358588801194,TFT_Item_Leviathan,TFT_Item_RabadonsDeathcap,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_ArchangelsStaff,TFT_Item_PowerGauntlet,TFT_Item_MadredsBloodrazor,TFT_Item_GuinsoosRageblade,TFT5_Item_LeviathanRadiant,TFT_Item_HextechGunblade
Zoe,156940,687836,4.3828,0.06880282471237535,TFT_Item_StatikkShiv,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_Morellonomicon,TFT_Item_ArchangelsStaff,TFT_Item_MadredsBloodrazor,TFT_Item_BlueBuff,TFT_Item_Leviathan,TFT_Item_RabadonsDeathcap,TFT_Item_RapidFireCannon
Samira,156727,689185,4.3974,0.06870944506624475,TFT_Item_InfinityEdge,TFT_Item_SpearOfShojin,TFT_Item_MadredsBloodrazor,TFT_Item_Deathblade,TFT_Item_LastWhisper,TFT_Item_PowerGauntlet,TFT_Item_GuinsoosRageblade,TFT_Item_BlueBuff,TFT_Item_RapidFireCannon,TFT17_Item_StargazerEmblemItem
MasterYi,154660,721190,4.6631,0.0678032679368929,TFT_Item_GuardianAngel,TFT_Item_MadredsBloodrazor,TFT_Item_Quicksilver,TFT_Item_UnstableConcoction,TFT17_Item_DRXEmblemItem,TFT_Item_Bloodthirster,TFT_Item_SteraksGage,TFT_Item_TitansResolve,TFT17_Item_PsyOps_ChemicalCapacitorMod,TFT_Item_GuinsoosRageblade
Leblanc,152831,702573,4.5971,0.06700143050603438,TFT_Item_GuinsoosRageblade,TFT_Item_MadredsBloodrazor,TFT_Item_JeweledGauntlet,TFT_Item_HextechGunblade,TFT_Item_StatikkShiv,TFT_Item_RabadonsDeathcap,TFT_Item_ArchangelsStaff,TFT_Item_PowerGauntlet,TFT17_Item_ShieldTankEmblemItem,TFT_Item_Leviathan
Teemo,151886,650627,4.2837,0.06658714052672259,TFT_Item_GuinsoosRageblade,TFT_Item_MadredsBloodrazor,TFT_Item_HextechGunblade,TFT_Item_RabadonsDeathcap,TFT_Item_JeweledGauntlet,TFT_Item_ArchangelsStaff,TFT_Item_StatikkShiv,TFT_Item_PowerGauntlet,TFT5_Item_GuinsoosRagebladeRadiant,TFT_Item_Leviathan
Fizz,141402,660670,4.6723,0.06199093296788135,TFT_Item_JeweledGauntlet,TFT_Item_UnstableConcoction,TFT_Item_Leviathan,TFT_Item_RabadonsDeathcap,TFT_Item_Bloodthirster,TFT_Item_MadredsBloodrazor,TFT_Item_ThiefsGloves,TFT_Item_HextechGunblade,TFT_Item_GuardianAngel,TFT_Item_PowerGauntlet
Chogath,140574,655660,4.6642,0.06162793603362719,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,TFT_Item_WarmogsArmor,TFT_Item_RedBuff,TFT_Item_FrozenHeart,TFT_Item_DragonsClaw,TFT_Item_Crownguard,TFT_Item_SpectralGauntlet,TFT_Item_AdaptiveHelm,TFT_Item_NightHarvester
AurelionSol,134572,613324,4.5576,0.058996646662379096,TFT_Item_JeweledGauntlet,TFT_Item_RabadonsDeathcap,TFT_Item_StatikkShiv,TFT_Item_ArchangelsStaff,TFT_Item_PowerGauntlet,TFT_Item_MadredsBloodrazor,TFT_Item_HextechGunblade,TFT_Item_Morellonomicon,TFT17_Item_Artifact_AhriArtifact,TFT17_Item_Artifact_EkkoArtifact
Veigar,88841,409412,4.6084,0.038948080478349294,TFT_Item_Leviathan,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_RabadonsDeathcap,TFT_Item_BlueBuff,TFT_Item_MadredsBloodrazor,TFT_Item_StatikkShiv,TFT_Item_ArchangelsStaff,TFT_Item_PowerGauntlet,TFT5_Item_JeweledGauntletRadiant
Gragas,86403,415954,4.8141,0.037879256171934286,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_Redemption,TFT_Item_SpectralGauntlet,TFT_Item_DragonsClaw,TFT_Item_ThiefsGloves,TFT_Item_FrozenHeart,TFT_Item_Crownguard,TFT17_Item_PsyOps_GrenadeMod_Radiant
Ezreal,66248,333432,5.0331,0.029043261957088326,TFT_Item_InfinityEdge,TFT_Item_SpearOfShojin,TFT_Item_MadredsBloodrazor,TFT_Item_Deathblade,TFT_Item_PowerGauntlet,TFT_Item_GuinsoosRageblade,TFT_Item_LastWhisper,TFT_Item_BlueBuff,TFT17_Item_DarkStarEmblemItem,TFT_Item_RapidFireCannon
Lulu,55992,275391,4.9184,0.02454701007579534,TFT_Item_Leviathan,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_ArchangelsStaff,TFT_Item_GuinsoosRageblade,TFT_Item_RabadonsDeathcap,TFT_Item_StatikkShiv,TFT_Item_BlueBuff,TFT_Item_MadredsBloodrazor,TFT_Item_Morellonomicon
Zed,31245,133871,4.2846,0.013697873442960161,TFT_Item_SpearOfShojin,TFT_Item_GuardianAngel,TFT_Item_AdaptiveHelm,TFT_Item_GuinsoosRageblade,TFT_Item_Bloodthirster,TFT5_Item_SpearOfShojinRadiant,TFT_Item_UnstableConcoction,TFT_Item_Quicksilver,TFT5_Item_GuardianAngelRadiant,TFT_Item_FrozenHeart
Jinx,31039,198048,6.3806,0.013607562611491132,TFT_Item_GuinsoosRageblade,TFT_Item_InfinityEdge,TFT17_AnimaSquadItem_Tier2_BattleBunnyCrossbow,TFT_Item_MadredsBloodrazor,TFT_Item_RunaansHurricane,TFT_Item_LastWhisper,TFT17_AnimaSquadItem_Tier1_RocketSwarm,TFT_Item_Deathblade,TFT17_AnimaSquadItem_Tier0_SparkingPrototype,TFT_Item_RapidFireCannon
MissFortune,28748,141165,4.9104,0.012603183412969074,TFT_Item_InfinityEdge,TFT_Item_MadredsBloodrazor,TFT_Item_SpearOfShojin,TFT_Item_Deathblade,TFT_Item_PowerGauntlet,TFT_Item_GuinsoosRageblade,TFT_Item_LastWhisper,TFT_Item_BlueBuff,TFT_Item_RapidFireCannon,TFT_Item_RunaansHurricane
PVE_ElderDragon,22070,42689,1.9343,0.009675534225832318,TFT_Item_Redemption,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_FrozenHeart,TFT_Item_DragonsClaw,TFT_Item_GargoyleStoneplate,TFT_Item_SpectralGauntlet,TFT_Item_BrambleVest,TFT5_Item_WarmogsArmorRadiant,TFT_Item_MadredsBloodrazor
Diana,21504,113689,5.2869,0.009427398640339745,TFT_Item_Bloodthirster,TFT_Item_GuinsoosRageblade,TFT_Item_TitansResolve,TFT_Item_UnstableConcoction,TFT_Item_JeweledGauntlet,TFT_Item_GuardianAngel,TFT_Item_Quicksilver,TFT_Item_ThiefsGloves,TFT_Item_MadredsBloodrazor,TFT17_Item_ShieldTankEmblemItem
