unit,count,place,average,pick,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10
Skarner,758717,3594053,4.737,0.09244814179986785,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_BrambleVest,TFT_Item_SpectralGauntlet,TFT_Item_DragonsClaw,TFT_Item_FrozenHeart,TFT_Item_NightHarvester,TFT_Item_ThiefsGloves
Briar,758059,3475939,4.5853,0.09236796582212606,TFT_Item_ThiefsGloves,TFT_Item_Bloodthirster,TFT_Item_UnstableConcoction,TFT_Item_TitansResolve,TFT_Item_SteraksGage,TFT16_Item_BilgewaterEmblemItem,TFT_Item_GuardianAngel,TFT_Item_BFSword,TFT16_Item_VanquisherEmblemItem,TFT_Item_InfinityEdge
KogMaw,729844,3178261,4.3547,0.08893002477047798,TFT_Item_StatikkShiv,TFT_Item_GuinsoosRageblade,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_NeedlesslyLargeRod,TFT_Item_RecurveBow,TFT_Item_RapidFireCannon,TFT_Item_Morellonomicon,TFT_Item_HextechGunblade,TFT_Item_MadredsBloodrazor
XinZhao,727930,3775936,5.1872,0.08869680771668198,TFT_Item_Bloodthirster,TFT_Item_TitansResolve,TFT_Item_ThiefsGloves,TFT_Item_InfinityEdge,TFT_Item_SteraksGage,TFT_Item_UnstableConcoction,TFT_Item_RedBuff,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,TFT_Item_WarmogsArmor
Ahri,693473,3212441,4.6324,0.08449829150840135,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_BlueBuff,TFT_Item_Leviathan,TFT_Item_StatikkShiv,TFT_Item_ArchangelsStaff,TFT_Item_Morellonomicon,TFT_Item_RabadonsDeathcap,TFT_Item_HextechGunblade,TFT_Item_NeedlesslyLargeRod
Lux,690828,3152073,4.5627,0.08417600357355787,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_Leviathan,TFT_Item_ArchangelsStaff,TFT_Item_HextechGunblade,TFT_Item_StatikkShiv,TFT_Item_BlueBuff,TFT_Item_RabadonsDeathcap,TFT_Item_Morellonomicon,TFT_Item_MadredsBloodrazor
Sejuani,685819,3132715,4.5678,0.0835656669891983,TFT_Item_ThiefsGloves,TFT_Item_RedBuff,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,TFT_Item_WarmogsArmor,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_FrozenHeart,TFT_Item_SpectralGauntlet,TFT_Item_NightHarvester
JarvanIV,649288,3106612,4.7846,0.07911443804864342,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_Redemption,TFT_Item_WarmogsArmor,TFT_Item_ThiefsGloves,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_SpectralGauntlet,TFT_Item_FrozenHeart,TFT_Item_NightHarvester
Bard,646263,3030696,4.6896,0.0787458478774141,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_ArchangelsStaff,TFT_Item_Leviathan,TFT_Item_StatikkShiv,TFT_Item_BlueBuff,TFT_Item_RabadonsDeathcap,TFT_Item_HextechGunblade,TFT_Item_GuinsoosRageblade,TFT_Item_MadredsBloodrazor
Ziggs,644744,2221634,3.4458,0.07856076077986125,TFT_Item_GuinsoosRageblade,TFT_Item_JeweledGauntlet,TFT_Item_StatikkShiv,TFT_Item_RabadonsDeathcap,TFT_Item_SpearOfShojin,TFT_Item_Leviathan,TFT_Item_MadredsBloodrazor,TFT_Item_RapidFireCannon,TFT_Item_HextechGunblade,TFT_Item_ArchangelsStaff
Rumble,641059,2945335,4.5945,0.07811175093490917,TFT_Item_GuinsoosRageblade,TFT_Item_GargoyleStoneplate,TFT_Item_ThiefsGloves,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_ArchangelsStaff,TFT_Item_Redemption,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_NightHarvester
Gangplank,590464,2832180,4.7965,0.07194685185611653,TFT_Item_UnstableConcoction,TFT_Item_Bloodthirster,TFT_Item_ThiefsGloves,TFT_Item_SteraksGage,TFT_Item_Quicksilver,TFT_Item_TitansResolve,TFT16_Item_Bilgewater_LuckyEyepatch,TFT_Item_InfinityEdge,TFT_Item_GuardianAngel,TFT_Item_MadredsBloodrazor
Teemo,588128,2649698,4.5053,0.07166221495033415,TFT_Item_RabadonsDeathcap,TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv,TFT_Item_JeweledGauntlet,TFT_Item_GuinsoosRageblade,TFT_Item_Leviathan,TFT_Item_BlueBuff,TFT_Item_Morellonomicon,TFT_Item_MadredsBloodrazor,TFT_Item_RapidFireCannon
Zilean,576917,2263315,3.9231,0.07029617712896159,TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv,TFT_Item_JeweledGauntlet,TFT_Item_BlueBuff,TFT_Item_Leviathan,TFT_Item_Morellonomicon,TFT_Item_ArchangelsStaff,TFT_Item_AdaptiveHelm,TFT_Item_HextechGunblade,TFT_Item_RabadonsDeathcap
Illaoi,573006,2801589,4.8893,0.06981962963815899,TFT_Item_ThiefsGloves,TFT_Item_RedBuff,TFT_Item_Redemption,TFT_Item_GargoyleStoneplate,TFT_Item_WarmogsArmor,TFT_Item_Bloodthirster,TFT_Item_TitansResolve,TFT_Item_SteraksGage,TFT_Item_DragonsClaw,TFT_Item_SpectralGauntlet
Aphelios,553045,2406783,4.3519,0.06738742190000739,TFT_Item_GuinsoosRageblade,TFT_Item_InfinityEdge,TFT_Item_RunaansHurricane,TFT_Item_MadredsBloodrazor,TFT_Item_Deathblade,TFT_Item_LastWhisper,TFT_Item_PowerGauntlet,TFT_Item_RapidFireCannon,TFT_Item_HextechGunblade,TFT_Item_RecurveBow
Singed,541556,2474075,4.5685,0.0659875103372789,TFT_Item_Morellonomicon,TFT_Item_RedBuff,TFT_Item_ThiefsGloves,TFT_Item_Redemption,TFT_Item_IonicSpark,TFT_Item_GargoyleStoneplate,TFT_Item_WarmogsArmor,TFT_Item_Crownguard,TFT_Item_SpectralGauntlet,TFT_Item_FrozenHeart
Lulu,505141,2399780,4.7507,0.06155041576362075,TFT_Item_RabadonsDeathcap,TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv,TFT_Item_ThiefsGloves,TFT_Item_JeweledGauntlet,TFT_Item_GuinsoosRageblade,TFT_Item_Leviathan,TFT_Item_NeedlesslyLargeRod,TFT_Item_BlueBuff,TFT_Item_RecurveBow
THex,504265,2035541,4.0366,0.061443676923952355,TFT_Item_InfinityEdge,TFT_Item_PowerGauntlet,TFT_Item_BlueBuff,TFT_Item_Deathblade,TFT_Item_MadredsBloodrazor,TFT_Item_UnstableConcoction,TFT_Item_LastWhisper,TFT_Item_Bloodthirster,TFT_Item_AdaptiveHelm,TFT_Item_GuinsoosRageblade
MissFortune,498817,2352350,4.7159,0.0607798490717681,TFT_Item_InfinityEdge,TFT_Item_SpearOfShojin,TFT16_Item_Bilgewater_FirstMatesFlintlock,TFT16_Item_Bilgewater_DeadmansDagger,TFT_Item_GuinsoosRageblade,TFT_Item_LastWhisper,TFT_Item_MadredsBloodrazor,TFT16_Item_Bilgewater_CaptainsBrew,TFT_Item_Deathblade,TFT16_Item_Bilgewater_LuckyEyepatch
Caitlyn,492498,2394652,4.8623,0.0600098916198679,TFT_Item_InfinityEdge,TFT_Item_PowerGauntlet,TFT_Item_Deathblade,TFT_Item_BlueBuff,TFT_Item_LastWhisper,TFT_Item_SpearOfShojin,TFT_Item_GuinsoosRageblade,TFT_Item_RapidFireCannon,TFT_Item_BFSword,TFT_Item_MadredsBloodrazor
RekSai,486610,2171629,4.4628,0.05929245065186847,TFT_Item_Bloodthirster,TFT_Item_ThiefsGloves,TFT_Item_UnstableConcoction,TFT_Item_InfinityEdge,TFT_Item_SteraksGage,TFT_Item_TitansResolve,TFT_Item_GuardianAngel,TFT_Item_Quicksilver,TFT_Item_GuinsoosRageblade,TFT_Item_BFSword
Kalista,486060,2007521,4.1302,0.0592254342570995,TFT_Item_SpearOfShojin,TFT_Item_LastWhisper,TFT_Item_PowerGauntlet,TFT_Item_InfinityEdge,TFT_Item_MadredsBloodrazor,TFT_Item_BlueBuff,TFT_Item_Deathblade,TFT_Item_GuinsoosRageblade,TFT_Item_RapidFireCannon,TFT_Item_UnstableConcoction
Galio,484907,1995038,4.1143,0.059084943524065646,TFT_Item_ThiefsGloves,TFT_Item_DragonsClaw,TFT_Item_AdaptiveHelm,TFT_Item_GargoyleStoneplate,TFT_Item_WarmogsArmor,TFT_Item_IonicSpark,TFT_Item_Redemption,TFT_Item_Bloodthirster,TFT_Item_FrozenHeart,TFT_Item_BrambleVest
Malzahar,477891,2033691,4.2556,0.058230058022794594,TFT_Item_Leviathan,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv,TFT_Item_HextechGunblade,TFT_Item_Morellonomicon,TFT_Item_ArchangelsStaff,TFT_Item_BlueBuff,TFT_Item_RabadonsDeathcap,TFT_Item_MadredsBloodrazor
Yorick,460610,1956594,4.2478,0.05612440289915361,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_BrambleVest,TFT_Item_DragonsClaw,TFT_Item_ThiefsGloves,TFT_Item_SpectralGauntlet,TFT_Item_FrozenHeart,TFT_Item_NightHarvester
Thresh,457846,1787585,3.9043,0.055787615053441916,TFT_Item_Bloodthirster,TFT_Item_Morellonomicon,TFT_Item_StatikkShiv,TFT_Item_IonicSpark,TFT_Item_JeweledGauntlet,TFT_Item_UnstableConcoction,TFT_Item_TitansResolve,TFT_Item_GuardianAngel,TFT_Item_RabadonsDeathcap,TFT_Item_Crownguard
Warwick,437279,1959109,4.4802,0.05328156743305397,TFT_Item_Bloodthirster,TFT_Item_TitansResolve,TFT_Item_SteraksGage,TFT_Item_UnstableConcoction,TFT_Item_GuardianAngel,TFT_Item_Quicksilver,TFT_Item_GuinsoosRageblade,TFT16_Item_GunslingerEmblemItem,TFT_Item_InfinityEdge,TFT_Item_ThiefsGloves
Milio,429453,2516614,5.86,0.0523279850594868,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv,TFT_Item_Leviathan,TFT_Item_Morellonomicon,TFT_Item_ArchangelsStaff,TFT_Item_BlueBuff,TFT_Item_RabadonsDeathcap,TFT_Item_GuinsoosRageblade,TFT_Item_RapidFireCannon
Nidalee,428274,1995603,4.6596,0.052184326278700226,TFT_Item_JeweledGauntlet,TFT_Item_UnstableConcoction,TFT_Item_Bloodthirster,TFT_Item_RabadonsDeathcap,TFT_Item_PowerGauntlet,TFT_Item_ThiefsGloves,TFT_Item_MadredsBloodrazor,TFT_Item_HextechGunblade,TFT_Item_TitansResolve,TFT_Item_Leviathan
Gwen,427431,1813828,4.2436,0.05208160842271797,TFT_Item_JeweledGauntlet,TFT_Item_ThiefsGloves,TFT_Item_Bloodthirster,TFT_Item_UnstableConcoction,TFT_Item_Morellonomicon,TFT_Item_TitansResolve,TFT_Item_StatikkShiv,TFT_Item_RabadonsDeathcap,TFT_Item_HextechGunblade,TFT_Item_IonicSpark
Annie,419498,1816238,4.3296,0.05111498831416847,TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv,TFT_Item_JeweledGauntlet,TFT_Item_Leviathan,TFT_Item_BlueBuff,TFT_Item_AdaptiveHelm,TFT_Item_GuinsoosRageblade,TFT_Item_ArchangelsStaff,TFT_Item_RabadonsDeathcap,TFT_Item_HextechGunblade
Jinx,417402,1946206,4.6627,0.05085959492610346,TFT_Item_GuinsoosRageblade,TFT_Item_InfinityEdge,TFT_Item_RunaansHurricane,TFT_Item_LastWhisper,TFT_Item_MadredsBloodrazor,TFT_Item_Deathblade,TFT_Item_PowerGauntlet,TFT_Item_TitansResolve,TFT_Item_RapidFireCannon,TFT16_Item_RapidfireEmblemItem
Veigar,412377,1671031,4.0522,0.05024730877389607,TFT_Item_RabadonsDeathcap,TFT_Item_SpearOfShojin,TFT_Item_HextechGunblade,TFT_Item_BlueBuff,TFT_Item_JeweledGauntlet,TFT_Item_Leviathan,TFT_Item_StatikkShiv,TFT_Item_MadredsBloodrazor,TFT_Item_ArchangelsStaff,TFT_Item_AdaptiveHelm
Sona,403843,1949209,4.8267,0.04920745802306266,TFT_Item_ArchangelsStaff,TFT_Item_JeweledGauntlet,TFT_Item_HextechGunblade,TFT_Item_Leviathan,TFT_Item_StatikkShiv,TFT_Item_SpearOfShojin,TFT_Item_Morellonomicon,TFT_Item_BlueBuff,TFT_Item_RabadonsDeathcap,TFT_Item_MadredsBloodrazor
Mel,380768,1439939,3.7817,0.04639581564252821,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_Leviathan,TFT_Item_AdaptiveHelm,TFT_Item_StatikkShiv,TFT_Item_BlueBuff,TFT_Item_ArchangelsStaff,TFT_Item_RabadonsDeathcap,TFT_Item_Morellonomicon,TFT_Item_GuinsoosRageblade
Aatrox,377795,1396133,3.6955,0.04603356156680432,TFT_Item_Bloodthirster,TFT_Item_UnstableConcoction,TFT_Item_TitansResolve,TFT_Item_SteraksGage,TFT_Item_GuardianAngel,TFT_Item_ThiefsGloves,TFT_Item_HextechGunblade,TFT_Item_InfinityEdge,TFT_Item_GuinsoosRageblade,TFT_Item_MadredsBloodrazor
AnnieTibbers,367814,1600627,4.3517,0.044817396773733274,TFT_Item_GargoyleStoneplate,TFT_Item_WarmogsArmor,TFT_Item_Redemption,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_RedBuff,TFT_Item_NightHarvester,TFT_Item_ThiefsGloves,TFT_Item_IonicSpark,TFT_Item_FrozenHeart
Darius,364967,1573989,4.3127,0.044470495544811,TFT_Item_ThiefsGloves,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_Redemption,TFT_Item_WarmogsArmor,TFT_Item_SpectralGauntlet,TFT_Item_BrambleVest,TFT_Item_DragonsClaw,TFT_Item_TitansResolve,TFT_Item_SteraksGage
Yasuo,346965,1697481,4.8924,0.042276988020027426,TFT_Item_UnstableConcoction,TFT_Item_InfinityEdge,TFT_Item_GuardianAngel,TFT_Item_Bloodthirster,TFT_Item_TitansResolve,TFT_Item_SteraksGage,TFT16_TheDarkinScythe,TFT_Item_Quicksilver,TFT_Item_GuinsoosRageblade,TFT_Item_ThiefsGloves
Blitzcrank,334516,1617686,4.8359,0.04076010238642945,TFT_Item_ThiefsGloves,TFT_Item_Redemption,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_SpectralGauntlet,TFT_Item_BrambleVest,TFT_Item_DragonsClaw,TFT_Item_FrozenHeart,TFT_Item_GiantsBelt
TahmKench,325068,1407015,4.3284,0.03960888257228906,TFT16_Item_Bilgewater_PileOCitrus,TFT_Item_FrozenHeart,TFT_Item_Redemption,TFT_Item_WarmogsArmor,TFT_Item_GargoyleStoneplate,TFT16_Item_Bilgewater_FreebootersFrock,TFT_Item_RedBuff,TFT_Item_Bloodthirster,TFT_Item_DragonsClaw,TFT_Item_BrambleVest
